dt_inp,tot_recv,md,prime,tentv_ppm,ppaid
1000179851,150487,19441,6444,923,9544
1000259840,125892,7145,2657,947,3069
1000257718,157721,8244,4553,762,9790
1000233542,115238,12900,2463,728,2620
1000228812,117598,13476,9072,703,7713
1000179849,119278,7835,5038,725,14173
1000282075,154493,2606,1475,862,12176
1000259837,197947,4691,8420,822,10141
1000258780,104265,4068,7798,908,14511
1000257715,112719,13973,3679,946,6594
1000234555,128772,6142,5096,822,7632
1000228810,191479,15674,7573,986,12437
1000178920,186710,17387,9876,820,8441
1001601844,134910,13924,5944,893,14417
1000266439,171306,19946,7812,711,7396
1000259834,174667,14197,7343,942,8408
1000237479,197737,4476,1314,828,7287
1000234563,117139,9982,2664,807,3095
1000228808,112349,19742,2918,956,9658
1000179845,116214,13668,5636,1000,3367
1001611460,191392,4157,9949,950,1667
1000265835,173862,8532,5595,732,5552
1000259831,135034,6696,3224,771,10480
1000258777,185740,16246,7136,989,1752
1000257684,125310,19906,9537,735,12257
1000235978,131634,17588,7898,708,11740
1000233544,175801,10521,2331,816,14737
1000228806,149148,16254,7752,859,13066
1001610536,110695,16524,8123,747,1609
1001601840,171142,16030,9538,891,13779
1001601450,185991,15526,6684,701,11548
1000269379,151630,13900,8835,994,13601
1000265833,104655,7041,5057,711,12767
1000259828,158840,2494,8470,856,6174
1000235975,115184,10068,3932,867,7866
1000234558,143165,5267,4011,968,14605
1000228804,160294,8176,6799,761,10154
1000178633,151934,8350,8777,961,12813
1001610534,129236,9522,2342,839,3783
1000265831,101715,4349,5428,916,1350
1000258769,133672,8797,2504,859,11168
1000235971,105684,16756,7399,775,9533
1000234501,124821,2507,6351,889,12206
1000228802,166162,18148,9856,825,12972
1000179136,100214,11057,8509,939,5323
1001610530,179075,5408,9335,762,10101
1001601834,181210,16430,6257,741,2767
1001601962,182451,11619,9623,877,4091
1000266433,180401,9711,6575,903,4658
1000258766,123449,12828,6163,779,14863
1000237477,182439,3575,7897,726,8953
1000233535,148785,4217,3511,975,7900
1000228800,106965,4390,7440,984,12985
1000273485,181207,5298,5313,702,2172
1000266431,168991,2388,4925,948,2755
1000237474,168634,18929,4844,752,10726
1000234444,145654,14175,3362,850,6059
1000228798,163112,2330,6616,852,8623
1001610778,125347,4099,6751,756,9258
1001610524,106320,3933,4326,976,6406
1001601830,181336,4406,9470,947,11780
1001212423,119373,18669,7877,884,14159
1000273477,120151,17912,3599,802,12096
1000266422,141350,11965,4230,755,13138
1000260979,150410,19126,3712,761,7930
1000237470,185723,3584,3810,745,4398
1000233531,117283,6220,3564,714,2698
1001610522,187263,18911,9765,740,9290
1001601828,187501,16611,1154,703,6136
1001212420,171658,13962,6101,723,11572
1000273472,105295,12470,1265,725,4433
1000265825,154661,11732,2564,819,5685
1000258381,160994,16011,6691,986,10587
1000237467,165404,14933,9017,877,1529
1000234441,104106,6325,4625,734,6941
1000176380,198282,9178,8019,734,13039
1001212417,188733,15219,7273,936,12002
1000273470,195652,4189,3952,901,11217
1000266418,135820,7067,5020,968,6690
1000258752,128854,2690,6490,908,3974
1000257659,160384,7624,9395,806,1862
1000237464,182781,2356,7771,700,13174
1000234328,156462,14343,7633,872,8436
1000176375,185233,8253,7252,791,6208
1001601818,180954,12407,6269,981,7781
1001210995,108680,5733,9773,849,10407
1000273467,159987,7181,8276,968,3434
1000265821,191416,13661,9204,843,13816
1000259806,165118,16072,2452,804,11334
1000258377,142900,5159,7244,708,14968
1000234323,158308,16254,6454,881,8685
1001610776,151716,3079,8280,744,5405
1001610516,111312,5318,4911,936,5703
1001601816,123781,6950,4888,756,13727
1000282168,106902,4735,9739,941,5579
1000273454,101109,16461,9809,769,1290
1000265819,161258,2157,1218,878,9835
1000258740,143450,4789,6866,902,12220
1000257653,123317,15307,8709,956,10041
1001610514,107271,12070,2146,939,5568
1000532917,128743,19648,9544,714,11584
1000282164,173110,12886,8675,885,2375
1000273451,110940,15278,6622,805,4187
1000266360,186826,15232,5547,751,3647
1000259799,103384,14003,9180,970,11705
1000258737,188857,14142,5135,924,4743
1000176291,120597,5691,7549,848,11924
1001612526,162984,19251,1875,907,11041
1001605932,133774,14870,4844,948,11928
1001601810,128259,11976,6035,827,11261
1000282154,163792,10279,1803,848,14852
1000273774,144868,9184,2515,786,13835
1000269695,164319,14698,5435,974,14797
1000266357,108254,9564,8828,715,8918
1000258734,198639,16322,7886,740,9334
1001615928,114893,15748,7189,713,2718
1001610510,119931,17804,5557,855,1201
1000532913,116844,5394,9236,891,3997
1000282152,169549,3512,4084,918,4705
1000273573,112379,14254,2326,929,3925
1000269692,196254,14295,6031,901,10755
1000266354,137996,11936,4899,910,7817
1000258373,198582,10820,6210,907,2508
1000257644,100987,19747,8901,746,8309
1001615926,185776,5827,3145,973,14525
1001605928,111297,4012,6300,770,6060
1000532909,191114,7588,9268,782,9315
1000282150,102121,12863,8425,996,8457
1000266351,110479,11013,5261,846,3446
1000259471,104068,5593,5252,763,9851
1001615922,186522,12004,4799,824,5757
1001601950,191908,16954,5728,984,11701
1000532905,167954,6882,3288,754,8475
1000282041,135217,6816,8073,786,11817
1000273567,124284,17805,8106,995,5010
1000266428,174856,9302,2642,834,6609
1001615918,181411,8757,1019,772,6936
1001610768,194104,4597,1642,719,1409
1001601948,126935,14635,4012,814,8335
1001210989,130289,16338,6842,744,14143
1000282148,172741,3300,1240,794,1332
1000273528,119210,2062,7487,926,3505
1000259467,116921,12514,2147,819,6279
1000176766,143948,12528,5883,858,9562
1001616414,194055,10183,3051,917,9610
1001610502,125845,10236,5685,928,10436
1001605922,169601,5534,8495,978,3239
1001604406,186853,14702,9345,970,10574
1001601946,180673,2640,5336,761,13345
1001212413,142253,5146,8108,884,5556
1000282035,154354,2512,1620,991,12142
1000273526,131342,4752,4839,823,3780
1000266266,101969,19688,6469,904,8534
1001615912,145865,5014,4459,710,5092
1000282032,176385,4482,1644,984,5015
1000257627,106614,13590,2075,719,11326
1000234286,180266,8872,1853,978,2081
1000176762,149039,12720,1704,973,7957
1001616402,109733,14193,9025,909,9070
1001610758,195463,13318,8781,726,13628
1001605918,197220,6260,3028,700,3545
1001601940,128940,6475,6800,794,11009
1000531912,180564,2416,7269,948,9782
1000269285,170016,17651,4792,808,5758
1000259460,122197,5416,1335,786,11334
1001610750,159888,16261,9243,924,1245
1001603952,122862,10990,9853,841,14781
1000269702,162846,9174,7483,907,1683
1001605914,173160,8106,7400,743,8610
1000269281,195827,8363,1129,716,6364
1000259456,141146,7194,3191,853,8522
1000234335,144649,4624,3725,924,1886
1001610748,103333,10096,3197,904,11078
1001605910,143604,2313,1693,894,11757
1001603948,147611,10479,9867,761,2994
1000269278,114436,2234,6006,992,9616
1000176768,185329,11335,3339,979,11832
1001605908,107329,8910,1682,949,12523
1000269700,106463,4215,3521,747,14429
1000259451,103557,16048,2564,765,12512
1000176260,180483,16410,7188,783,13485
1001612504,144635,18827,3607,723,4801
1001604999,152088,3011,6380,973,8484
1001603944,160369,7244,3640,809,2907
1000269698,140387,9635,5389,847,10088
1000262262,181790,8524,3423,819,7902
1000259783,117318,13477,2787,833,7758
1000176227,176495,3140,4395,853,7499
1001604997,105425,2466,6093,864,7760
1001603942,176869,12478,8544,755,3998
1001601914,169045,18064,6490,789,2563
1000283244,136804,8021,6929,745,1983
1000269690,125534,17367,8111,708,4408
1000262259,160972,15151,1812,849,9479
1000259778,116582,3191,5693,736,2142
1000171283,190646,13541,7323,823,13459
1001605906,149832,3966,3720,940,9460
1001601613,125728,12748,2207,990,5155
1000283247,107666,7653,8370,871,12872
1000273482,193601,7564,3700,976,12179
1000269688,131702,11647,9866,911,2655
1000262256,180799,8936,4086,787,11589
1000259776,105508,14534,4609,758,3969
1001604995,133489,13766,8126,974,11646
1001601611,157580,13188,3024,910,12162
1000273474,109432,9588,1065,807,13981
1000262253,191115,18018,9042,762,9415
1000259773,193827,2298,6330,948,13400
1000237399,128503,14440,5688,924,11075
1000172779,150729,10743,4598,947,5488
1001605904,153568,6756,4979,952,3136
1000273724,114762,7940,3354,827,9744
1000264933,151268,3327,3828,996,8391
1000259770,111328,3943,1013,713,12600
1000172777,134695,19952,7636,784,7872
1000273663,188332,3124,7913,871,9324
1000268658,103079,5492,8506,919,10501
1000262248,193560,5080,1537,795,7880
1000259767,179826,11986,4532,720,6408
1000254394,137886,7748,2579,830,4259
1000170756,195903,5688,4869,866,11029
1001604991,148028,9966,6529,798,3741
1001601605,101812,3240,5679,730,4644
1000283055,130932,14459,3437,888,9336
1000273421,198208,16281,2642,878,4649
1000268454,142534,8470,9199,922,5941
1000262245,177347,13647,9490,882,8033
1000259763,110948,10743,1437,990,6367
1000170750,189433,7285,1314,793,3058
1001604985,140550,4590,1034,836,9916
1000283052,181408,19912,3220,994,12769
1000273659,174925,3151,4030,847,2234
1000264930,101819,3670,2227,960,11446
1000259761,179102,11240,4168,887,5588
1000257783,135287,4978,9248,717,4348
1000170748,123204,10775,2833,968,10266
1001610470,190362,17546,8994,903,13141
1001602167,120193,15354,7676,847,4388
1000273418,136740,6984,6256,788,7413
1000268456,180223,3976,8276,971,7151
1000264927,134763,4163,1596,842,2940
1000262206,132983,12365,9646,943,12980
1000259758,174174,19763,7044,968,6019
1000234281,109090,12927,6691,943,2904
1000203943,170743,7795,1772,907,6457
1000170729,118931,4838,8193,988,10860
1001605430,176634,13169,1720,991,8833
1000281993,151372,18064,5896,766,6055
1000273416,102328,8612,2881,732,2573
1000268655,173183,8705,7445,839,8446
1000262204,161090,17396,8068,869,7751
1000259755,127386,19853,7484,754,10588
1000257781,176039,19530,8215,922,11824
1000255846,131375,7643,6694,949,12998
1000234283,106401,13980,2751,907,5390
1000203941,101973,4943,1551,969,8441
1000170754,131005,11806,7756,746,5524
1001610466,103378,16126,2327,717,5735
1001604981,113030,14854,1292,842,11864
1000282119,140535,18202,8092,764,9691
1000273642,180983,6685,8915,797,9042
1000268653,162957,4042,5390,740,6487
1000259752,113379,4777,7102,839,12705
1000234278,198120,10049,3242,844,5446
1000203939,134018,7577,2755,832,10440
1000170752,145754,4031,4062,855,8847
1001610462,143352,3310,8007,965,2618
1000281988,159061,2031,9965,890,2984
1000273726,180728,19528,8071,732,4649
1000268651,149907,13537,5993,887,1692
1000262242,123072,16522,9388,744,6335
1000259749,171239,18205,3338,807,11937
1000257779,155656,6797,4875,910,5522
1000255840,130930,13869,7316,775,5797
1000203937,111875,9895,3013,774,5772
1001604977,188601,8637,8982,961,8224
1000273666,144099,18591,7071,745,12537
1000268649,108132,16637,1474,858,6864
1000262240,184106,17469,8128,825,7990
1000259746,119379,4777,1677,839,5689
1000235999,154900,11484,9120,894,3243
1000234272,103487,17846,1129,930,13374
1000203935,155674,11790,7192,996,12798
1001194414,189308,8808,8182,838,5664
1000282114,111550,7464,3870,743,11342
1000273413,181021,12935,3690,941,11722
1000268647,166463,4438,3954,906,14640
1000262238,198825,16628,6083,955,5769
1000259446,101905,17668,4522,828,6392
1000255834,117422,17471,8249,926,4857
1000203933,158395,10959,1504,884,3969
1000171243,149956,7739,2986,738,1504
1001604973,135025,6716,3381,978,14297
1001601744,151379,7834,7654,794,9299
1000273656,197825,17208,2645,960,9618
1000262236,141538,8381,7510,859,7767
1000259443,153196,14247,1237,779,10027
1000257773,186041,15188,6249,769,11029
1000170741,197678,17884,5448,770,7008
1001610454,116018,18665,6011,832,13195
1001605428,105197,15447,3560,918,3247
1000283153,187170,13915,1717,723,9597
1000281976,163492,8256,7820,964,1504
1000273409,160523,6942,6510,740,12853
1000262216,133860,7714,1156,788,4652
1000259441,180695,15671,2980,976,10303
1000255828,194406,14171,7000,919,6609
1000171241,147171,3663,4510,990,7650
1000283151,122507,3443,3805,915,3838
1000273653,180338,6448,9908,956,2920
1000262214,114211,13660,2528,996,7604
1000259438,168409,9060,7713,759,10384
1000257769,133215,8187,8878,786,9528
1000170739,199350,15034,4421,758,5950
1000283146,165589,10296,3484,906,14878
1000282106,198082,17248,9398,895,12039
1000273651,195521,3898,3684,774,5127
1000262212,103042,9547,6759,731,12779
1000259433,171439,14526,5024,708,11341
1000237472,111497,7721,7770,793,14282
1000170737,122395,10266,7950,734,7522
1001611450,139118,5871,9660,758,9655
1000283144,191087,5178,3712,739,8776
1000273649,118883,5518,5959,767,10231
1000262210,110145,2502,9296,923,14308
1000234062,170197,17053,1541,986,6326
1000170735,114363,13699,4694,963,8452
1000262208,148771,12832,1800,998,5130
1000259737,158619,3806,2525,703,5358
1000258664,185236,4433,2860,797,7169
1000257763,135434,11121,4167,883,2499
1000255816,115430,7475,5000,701,6661
1000170733,180619,11463,6905,901,8513
1000976475,161885,7971,3440,946,4844
1000283142,143362,18266,9279,847,14048
1000262078,113769,15229,6625,876,14297
1000258659,130093,12265,1846,978,10891
1000170731,114672,9112,3058,865,4441
1001610794,189092,11764,1676,804,11475
1000975604,101566,9575,7123,711,8097
1000283139,141959,7035,9491,914,7178
1000273404,105821,8311,5035,846,1691
1000262201,112964,2130,1526,792,14768
1000258646,121188,16974,7330,994,4687
1000257759,132785,10042,5690,801,13202
1000255810,155008,3302,7827,726,12215
1000233293,174153,2897,4310,841,2320
1000170626,152950,5145,8381,770,5455
1001605402,136689,12172,3161,909,8767
1000283011,125165,8300,5740,869,8172
1000281598,102631,11078,1077,950,5979
1000273401,110483,18129,9142,834,14899
1000262192,136045,18255,5464,894,14524
1000260554,178551,9949,8374,992,1920
1000259732,129238,3689,5826,838,4387
1000257757,175762,17134,8297,727,6343
1000234057,138132,6731,6371,787,7119
1000170630,133353,15098,2667,950,9912
1000281951,112728,7871,7620,906,6444
1000273396,119929,3669,2154,964,2571
1000262190,163563,6527,9749,863,7173
1000257755,124360,17599,4461,887,7783
1000255804,107374,13093,8984,1000,3632
1000233295,136147,11048,7527,951,8896
1000170628,129320,19870,2461,736,12917
1001604532,197725,14118,2915,962,2455
1001602138,106309,3379,2116,914,10417
1000975596,105248,10927,6210,922,4003
1000273394,109019,11531,4202,881,6077
1000262072,107861,6796,1953,889,14202
1000257753,110450,13454,6587,979,11423
1000171126,195356,19164,6425,980,7759
1001604530,159929,2802,1066,732,11131
1001603466,129853,6809,6432,796,5935
1000976442,169890,11029,8643,878,7442
1000273628,155827,2941,8725,739,7910
1000262188,110696,11007,7905,882,10815
1000260702,129949,17260,6026,941,7950
1000259709,149656,15946,8613,812,14359
1000255798,155709,5892,6771,854,14460
1000169637,180999,18204,1147,880,9593
1001610786,146650,6722,6862,947,11995
1001602134,154947,19150,3889,717,13978
1000976440,148431,6431,9168,864,10981
1000273626,155462,19523,3884,841,10784
1000259405,133572,11146,7176,719,3973
1000258635,121736,7338,9689,732,8990
1000257711,121585,16861,4320,787,3815
1000255794,151054,19966,3203,864,5402
1000233843,121199,9856,8144,977,5884
1000169635,165992,18574,9049,843,6227
1001604525,105052,8380,9852,907,1872
1001601726,101413,6527,9881,841,2487
1000283133,146223,12415,3650,939,9294
1000273624,183136,13732,8134,748,5894
1000262064,113394,4446,6389,804,8369
1000259401,141375,10521,3418,740,11468
1000233232,172753,16005,5390,949,3655
1001610782,116463,15973,1720,937,8776
1001604523,184341,6643,4321,916,3456
1000283130,195612,9739,4347,778,8572
1000281913,113298,7333,4575,829,11482
1000273622,101371,13745,9133,719,1710
1000262186,152471,15640,8599,846,10485
1000259398,175289,14647,3354,961,1916
1000237413,142096,7433,2126,743,12866
1000168580,121729,12521,6177,862,12744
1001609938,123365,15528,8532,966,4886
1000283127,117073,19618,5833,998,9525
1000273620,144754,5738,7752,920,4449
1000262148,149698,4166,4915,962,5371
1000259396,142745,11880,2576,991,5621
1000257705,189553,6910,5989,847,2510
1000255462,193182,15176,3174,990,2940
1000237411,166315,5580,9500,811,14129
1000168578,168701,6795,6196,914,5474
1001609936,174476,18605,8509,826,10965
1000975619,188268,2846,9716,842,14148
1000283124,149258,5654,7726,729,4475
1000281904,147899,12575,8475,856,12188
1000273618,174057,12892,7465,780,2413
1000259394,166527,14193,5812,809,4631
1000235950,108297,19551,3582,916,10947
1000233230,167468,16230,7901,902,4529
1000168879,198852,13032,8887,731,14652
1000283121,180531,6066,7237,912,4130
1000268270,193061,12827,3790,802,9180
1000260682,111298,2333,1175,905,6497
1000259392,167073,8509,6929,833,6424
1000257701,114536,8787,3116,715,13736
1000255458,178464,8959,6982,812,11828
1000235948,146311,15670,6409,869,5421
1000233841,161588,14158,2496,882,8214
1000168877,152774,5495,6621,792,5456
1001609932,196721,18409,7019,875,2764
1000282582,134855,8224,9635,847,1352
1000260680,167571,6625,8900,712,4689
1000259390,185389,10025,8209,973,6247
1000257699,153194,4875,6259,933,3828
1000235946,181504,2724,9729,870,5022
1000233228,194574,4221,5316,727,2054
1001609928,102126,3064,4928,822,14001
1000282579,180531,2582,6982,913,10946
1000260678,150720,3047,2384,974,2066
1000259388,164717,17713,1646,821,12896
1000257697,181730,17077,5006,896,1380
1000255454,149262,3696,7985,712,13161
1000235944,130311,11981,1892,873,8194
1000233225,117141,6152,6473,710,5563
1000203316,147007,17797,1847,815,1286
1000168900,107807,11591,3319,754,10344
1000976487,110768,18660,1158,923,10450
1000283007,144635,4173,8534,884,13304
1000259687,197620,7635,2511,885,11463
1000257695,135180,10694,8622,896,13383
1000255449,197698,14024,5788,741,13853
1000235942,117455,19698,7038,718,12943
1000233222,186858,17069,9882,984,11270
1000203314,156679,11699,1590,996,10569
1000168898,184680,9990,3684,826,13820
1001609908,176128,12628,9128,983,8893
1000283136,108944,13594,6492,886,11527
1000259386,141923,2112,6439,754,10385
1000257693,165239,6863,1161,741,14487
1000235940,102837,8877,7098,985,10347
1000233838,196106,14732,4535,866,12417
1000203312,171587,17759,2301,891,2397
1000283003,169705,6919,3528,809,13647
1000281884,150622,10016,4321,960,8788
1000262061,156784,5092,2212,948,4974
1000259683,195108,11552,2856,868,3340
1000257691,154785,13050,3397,873,12522
1000255445,196496,8492,5054,723,2403
1000237409,136808,2931,4148,925,11034
1000203310,108161,6860,2747,933,2010
1001609904,119349,13367,9533,759,11857
1000976478,197844,10406,7570,825,5188
1000283001,155529,4403,1287,905,9575
1000259384,105729,8763,1378,802,2836
1000257149,146842,4601,4532,854,3148
1000237407,133537,5258,8044,779,8912
1000203308,150688,9094,9047,876,2488
1001610754,182335,7023,1491,777,7722
1000283119,150458,4021,4519,900,2199
1000273399,111450,4006,1389,750,6499
1000260771,177640,6195,3819,911,12597
1000259679,160845,18517,8943,776,3202
1000257146,103921,5011,6824,902,4439
1000237405,128929,4387,9580,987,4108
1000203306,160182,15715,1614,780,11356
1000168896,177922,14137,4402,937,8745
1001609436,185996,4937,1196,982,11183
1000975613,160587,14344,8715,788,2720
1000282585,175730,15518,5154,937,3073
1000273638,108899,19857,9306,784,13328
1000265287,194707,7395,1389,971,5475
1000259676,168773,14293,6183,839,6232
1000255774,138648,6220,6628,728,8997
1000235938,142217,3977,8022,915,2227
1000233732,153597,11583,5200,787,4745
1000203304,117972,14091,3535,928,8969
1001602093,160621,3053,1544,701,14477
1000975611,153788,18488,7197,881,3279
1000282567,177607,18245,8544,786,14069
1000273634,171271,8138,4589,929,2780
1000265284,158121,16169,3660,797,9276
1000259380,186689,17086,9954,705,11626
1000235936,181595,9737,1687,710,2330
1000233729,177042,16004,9569,795,8869
1000203302,139388,18581,2965,909,8201
1000168582,190617,7875,1344,711,12260
1001601706,109699,2372,8437,881,3261
1000975608,114414,14280,4960,865,7518
1000282564,153417,18194,9811,915,1407
1000273631,196708,13089,5442,816,12370
1000267885,102779,11411,3768,975,1266
1000264753,104303,11633,3188,832,5094
1000260601,110847,17201,5158,983,2082
1000259378,150392,6641,6613,820,3584
1000235934,115173,19312,3714,849,1437
1000203300,151075,5001,2008,740,8079
1001609430,180611,7763,6910,804,9112
1001601704,181646,16597,8949,957,5677
1000976467,178646,3776,7286,762,10030
1000282562,126351,17307,5185,806,13164
1000267883,116854,9853,3844,876,12406
1000264733,192401,5343,7793,909,13463
1000260764,154525,9605,1150,768,6232
1000259376,124777,4134,1355,981,13530
1000255767,159185,12300,1303,807,4524
1000235932,170586,6170,2881,849,8974
1000203298,187938,12311,9384,923,8369
1001609428,127429,14445,9344,885,9805
1001511908,164025,4932,1340,913,4877
1000976463,130598,2088,8441,776,11713
1000282967,179554,5590,8424,938,3733
1000267881,139260,2655,1206,923,8351
1000264728,144972,19207,3836,951,1978
1000259374,198353,19447,5740,773,3160
1000258653,117991,12928,4658,774,2781
1000235930,194133,10035,3270,926,8168
1000203296,132982,14657,9567,850,11455
1001603438,176609,11241,5816,972,5028
1001601533,159248,7117,8758,920,10822
1000294407,122390,13681,7330,890,14266
1000282964,135321,8587,3156,864,7919
1000267878,173916,10420,9931,823,11476
1000264722,169642,6393,2010,872,9631
1000261989,114603,9911,1785,761,14908
1000260595,185520,9622,5409,704,4290
1000259372,192719,11944,6984,933,5302
1000255760,153682,17732,2280,768,10696
1000235928,168037,2427,7255,929,2636
1000203294,121636,9649,1062,736,9216
1000168039,166814,16892,6048,992,11778
1001609424,125642,13906,4571,855,6894
1001601700,107747,10646,1621,822,12867
1001511902,198765,8745,3533,974,8220
1000976449,120369,14164,9418,807,10835
1000282961,170514,7540,8030,857,13655
1000267875,146341,7148,4163,987,5682
1000264720,172153,6138,6540,846,3024
1000260755,120122,4415,9701,763,6365
1000259370,165577,2838,6278,710,8072
1000237403,143326,4960,7390,810,2112
1000203292,184726,4366,7084,951,3962
1000168037,155159,15496,2103,764,2258
1001612502,169226,17775,4988,879,14027
1001604902,189616,16840,7589,707,14224
1001601698,153013,6867,1650,978,2669
1000976444,181651,2505,1816,838,7532
1000282958,113481,17888,6335,919,7125
1000268273,155193,8029,5317,966,10762
1000265274,113596,13316,7867,796,6179
1000259367,109290,3177,2307,989,3559
1000258329,124322,2659,3087,870,3382
1000237401,124880,8295,6354,750,1975
1000203290,164900,14738,1440,953,11948
1000167234,125849,3410,2596,889,2082
1001609420,182688,19125,3330,726,9201
1001601696,172513,5378,2374,784,2777
1001601529,134625,18130,3855,741,13400
1000976438,147886,11079,5401,926,10243
1000282946,170418,11631,5148,755,5385
1000265271,148070,10694,3362,923,13520
1000259365,115163,11804,7236,811,11966
1000258327,193287,15166,6033,837,12790
1000257623,115709,2848,4174,818,7990
1000237397,198105,2739,9081,856,10184
1000203288,111184,13454,1495,802,4499
1000167232,150153,9472,8412,969,8997
1001612492,125780,9096,4964,864,12406
1001609942,137127,2683,3496,992,11328
1001601900,108656,5800,1161,810,6877
1001601694,130915,12414,4684,868,14025
1000976436,198433,19283,2763,721,8603
1000282551,135994,6021,5384,918,6485
1000265268,182350,18649,2072,754,10378
1000259363,194240,13440,2986,702,3842
1000258323,120944,14173,2961,929,9289
1000235926,199544,13174,4073,979,13635
1000203286,109697,18645,9011,973,14478
1000167230,144927,13402,2192,999,13033
1001601898,197661,16981,9265,897,2593
1001601692,132168,13550,3621,875,5313
1001601527,151599,11237,3343,917,1520
1000292622,136463,3838,4090,729,4972
1000282549,116345,6782,1200,809,14053
1000281457,106378,4260,9965,873,14855
1000264712,190773,18582,4664,970,2067
1000259663,135412,2157,5855,799,2905
1000258318,138390,13740,8592,750,9013
1000257619,190956,9328,3433,932,6276
1000237395,139013,5292,1336,804,6721
1000203284,139614,7786,5247,815,1845
1001612488,145386,8940,3758,788,4018
1000282898,174372,11301,3718,962,9928
1000264710,147601,17611,5707,775,10739
1000259660,196154,2759,6925,986,7134
1000258638,146745,7929,2211,916,7838
1000203282,195293,17616,1368,779,7081
1001601896,173262,19995,6843,836,14208
1001603434,124458,18864,9733,904,12807
1001601523,136411,17787,5931,806,12226
1000975585,145728,2996,4557,705,5988
1000292058,148158,17972,4116,806,2107
1000282544,110675,19327,3000,975,7906
1000265261,113520,11593,9237,779,6288
1000259657,133897,3399,2822,797,13386
1000257615,143083,5241,2794,863,8823
1000255405,194762,6137,6396,906,9706
1000237391,196263,7302,6170,933,14023
1000203280,115147,2511,7649,740,10228
1000166583,156940,13474,7013,932,14085
1001610736,113611,18887,8654,783,3583
1001609924,137210,2343,5114,835,1218
1001601688,160081,18642,7118,962,6263
1001391403,194128,5909,2500,754,14211
1000975583,168153,17669,2874,706,5939
1000282892,101150,8043,6934,972,7161
1000281448,128237,19014,8590,724,2861
1000265258,157752,10192,1903,948,8795
1000259654,123010,12419,7766,754,9809
1000255402,179051,12745,4571,862,9157
1000237389,178485,15200,4678,824,7143
1000203278,108998,4308,7756,742,10249
1000166577,149900,11395,1764,942,3494
1001390915,126665,13149,3335,759,2395
1000976417,183838,16706,7982,714,14384
1000282888,135218,10320,6797,776,3716
1000281445,159101,18719,9875,914,6732
1000273075,115148,2389,8577,733,14747
1000265255,106654,16530,6702,792,7243
1000259865,169738,6190,9331,850,2890
1000257611,189820,16113,3848,887,6217
1000255399,100759,17364,1761,761,5855
1000203276,132337,5418,2211,935,12905
1000165799,169007,15037,8223,963,13816
1001601521,154777,14091,7147,922,14851
1001390911,191477,19743,9740,905,7692
1000976415,178687,2670,5204,981,2435
1000282886,117411,4707,8101,747,14928
1000273072,112929,11206,4131,951,2977
1000265247,193137,19595,6032,900,7201
1000259863,111778,17220,4053,818,2269
1000255744,104847,3925,4411,706,2056
1000237385,152918,11341,1530,792,14923
1000203274,178341,13136,5106,938,9676
1000166562,196205,16007,3738,973,3119
1001612484,169816,3635,8965,706,8824
1001610422,189171,4393,8810,775,4803
1001390905,164010,19446,4219,705,6436
1000976413,143842,14639,5829,769,12825
1000282534,129852,9791,8651,765,10071
1000273069,194710,18429,9950,963,13646
1000261587,178676,3550,9691,936,14832
1000260106,185558,8106,9256,769,3519
1000255741,152580,4099,2801,927,4205
1000235924,175434,18295,5130,803,10726
1000203272,154033,12740,7989,969,14900
1000166581,198713,5297,8271,739,10620
1001390902,164822,18002,2948,903,1210
1000976411,191805,13449,1134,847,4593
1000273066,144598,3550,6474,884,6237
1000261584,182395,13948,5655,825,13080
1000260103,163737,11256,1132,716,13758
1000258299,171786,13342,3139,885,6279
1000257605,158445,9209,5556,714,3710
1000255718,119683,12534,7163,851,3633
1000228688,178459,9969,6304,967,3977
1000203270,171847,4693,5972,993,14594
1001610722,198529,12428,5390,765,8685
1000975581,178012,18115,8622,884,7604
1000282956,197022,4666,1122,920,2059
1000273356,174703,4738,3860,805,12530
1000261581,141037,18621,8125,913,10589
1000259510,123277,13010,8718,799,12670
1000258296,131890,5659,9185,756,2940
1000255393,197294,17503,1754,893,10818
1000235920,171056,9865,8106,822,8405
1000166575,183986,15912,6034,856,13734
1001610420,169990,13896,4989,721,3286
1001601890,100872,8844,7146,884,1379
1001602071,192247,17117,8347,747,1267
1000975579,108872,2874,1179,706,10327
1000282559,145087,16143,5127,849,13147
1000273354,142499,19514,3422,944,12088
1000261578,123221,7998,5263,709,8720
1000259822,122784,8901,4720,818,1563
1000257115,184268,6335,3087,749,6591
1000237383,141068,17257,2907,981,4422
1000165801,169199,3296,7498,857,4211
1001391406,148730,12038,5463,995,5460
1000975577,178237,6973,3843,853,6017
1000282556,176241,7891,9027,867,5119
1000273352,151596,16198,8164,890,14439
1000261915,117128,18320,5311,795,6931
1000258607,113727,9286,4504,729,13790
1000228681,140815,8398,6890,953,9992
1001601720,195303,14903,2071,850,9860
1001602067,151944,7437,8439,719,6467
1001390409,117765,16462,8680,796,7889
1000975575,196373,4466,3034,792,8699
1000282952,193274,8822,7418,855,12376
1000273350,146426,17211,8846,776,11061
1000261913,183363,3824,9730,716,7675
1000259819,129568,10301,4208,995,7009
1000257109,127417,14192,8057,957,2627
1000255379,132951,15660,9928,917,5344
1000237379,101332,17712,1914,942,9728
1001610418,148971,16817,6856,786,13673
1001390406,187378,5677,4499,711,7316
1000976409,179964,8173,5492,892,7820
1000282950,126375,5970,3844,848,3559
1000261566,116292,8610,3282,909,14672
