dt,tclass,month_1,month_2,month_3,month_4,month_5,month_6
1000270024,C1SP,196,196,196,196,196,196
1000270024,C1TP,196,196,196,196,196,196
1000270024,D1,196,196,196,196,196,196
1000270024,D2,196,196,196,196,196,196
1000270024,D3,196,196,196,196,196,196
1000270024,A1,196,196,196,196,196,196
1000270024,A2,196,196,196,196,196,196
1000270024,A3,196,196,196,196,196,196
1000259883,R2SP,310,310,310,310,310,310
1000259883,R2TP,310,310,310,310,310,310
1000259883,C1SP,310,310,310,310,310,310
1000259883,C1TP,310,310,310,310,310,310
1000259883,D1,310,310,310,310,310,310
1000259883,D2,310,310,310,310,310,310
1000259883,D3,310,310,310,310,310,310
1000259883,A1,310,310,310,310,310,310
1000259883,A2,310,310,310,310,310,310
1000259883,A3,310,310,310,310,310,310
1000258442,R2SP,281,281,281,281,281,281
1000258442,R2TP,281,281,281,281,281,281
1000258442,C1SP,281,281,281,281,281,281
1000258442,C1TP,281,281,281,281,281,281
1000258442,D1,281,281,281,281,281,281
1000258442,D2,281,281,281,281,281,281
1000258442,D3,281,281,281,281,281,281
1000258442,A1,281,281,281,281,281,281
1000258442,A2,281,281,281,281,281,281
1000258442,A3,281,281,281,281,281,281
1000257749,R2SP,210,210,210,210,210,210
1000257749,R2TP,210,210,210,210,210,210
1000257749,C1SP,210,210,210,210,210,210
1000257749,C1TP,210,210,210,210,210,210
1000257749,D1,210,210,210,210,210,210
1000257749,D2,210,210,210,210,210,210
1000257749,D3,210,210,210,210,210,210
1000257749,A1,210,210,210,210,210,210
1000257749,A2,210,210,210,210,210,210
1000257749,A3,210,210,210,210,210,210
1000255440,R2SP,373,373,373,373,373,373
1000255440,R2TP,373,373,373,373,373,373
1000255440,C1SP,373,373,373,373,373,373
1000255440,C1TP,373,373,373,373,373,373
1000255440,D1,373,373,373,373,373,373
1000255440,D2,373,373,373,373,373,373
1000255440,D3,373,373,373,373,373,373
1000255440,A1,373,373,373,373,373,373
1000255440,A2,373,373,373,373,373,373
1000255440,A3,373,373,373,373,373,373
1000246306,R2SP,361,361,361,361,361,361
1000246306,R2TP,361,361,361,361,361,361
1000246306,C1SP,361,361,361,361,361,361
1000246306,C1TP,361,361,361,361,361,361
1000246306,D1,361,361,361,361,361,361
1000246306,D2,361,361,361,361,361,361
1000246306,D3,361,361,361,361,361,361
1000246306,A1,361,361,361,361,361,361
1000246306,A2,361,361,361,361,361,361
1000246306,A3,361,361,361,361,361,361
1000236016,R2SP,253,253,253,253,253,253
1000236016,R2TP,253,253,253,253,253,253
1000236016,C1SP,253,253,253,253,253,253
1000236016,C1TP,253,253,253,253,253,253
1000236016,D1,253,253,253,253,253,253
1000236016,D2,253,253,253,253,253,253
1000236016,D3,253,253,253,253,253,253
1000236016,A1,253,253,253,253,253,253
1000236016,A2,253,253,253,253,253,253
1000236016,A3,253,253,253,253,253,253
1000233561,R2SP,441,441,441,441,441,441
1000233561,R2TP,441,441,441,441,441,441
1000233561,C1SP,441,441,441,441,441,441
1000233561,C1TP,441,441,441,441,441,441
1000233561,D1,441,441,441,441,441,441
1000233561,D2,441,441,441,441,441,441
1000233561,D3,441,441,441,441,441,441
1000233561,A1,441,441,441,441,441,441
1000233561,A2,441,441,441,441,441,441
1000233561,A3,441,441,441,441,441,441
1000228814,R2SP,293,293,293,293,293,293
1000228814,R2TP,293,293,293,293,293,293
1000228814,C1SP,293,293,293,293,293,293
1000228814,C1TP,293,293,293,293,293,293
1000228814,D1,293,293,293,293,293,293
1000228814,D2,293,293,293,293,293,293
1000228814,D3,293,293,293,293,293,293
1000228814,A1,293,293,293,293,293,293
1000228814,A2,293,293,293,293,293,293
1000228814,A3,293,293,293,293,293,293
1000207342,R2SP,446,446,446,446,446,446
1000207342,R2TP,446,446,446,446,446,446
1000207342,C1SP,446,446,446,446,446,446
1000207342,C1TP,446,446,446,446,446,446
1000207342,D1,446,446,446,446,446,446
1000207342,D2,446,446,446,446,446,446
1000207342,D3,446,446,446,446,446,446
1000207342,A1,446,446,446,446,446,446
1000207342,A2,446,446,446,446,446,446
1000207342,A3,446,446,446,446,446,446
1000181272,R2SP,322,322,322,322,322,322
1000181272,R2TP,322,322,322,322,322,322
1000181272,C1SP,322,322,322,322,322,322
1000181272,C1TP,322,322,322,322,322,322
1000181272,D1,322,322,322,322,322,322
1000181272,D2,322,322,322,322,322,322
1000181272,D3,322,322,322,322,322,322
1000181272,A1,322,322,322,322,322,322
1000181272,A2,322,322,322,322,322,322
1000181272,A3,322,322,322,322,322,322
1001610602,R2SP,312,312,312,312,312,312
1001610602,R2TP,312,312,312,312,312,312
1001610602,C1SP,312,312,312,312,312,312
1001610602,C1TP,312,312,312,312,312,312
1001610602,D1,312,312,312,312,312,312
1001610602,D2,312,312,312,312,312,312
1001610602,D3,312,312,312,312,312,312
1001610602,A1,312,312,312,312,312,312
1001610602,A2,312,312,312,312,312,312
1001610602,A3,312,312,312,312,312,312
1000273795,R2SP,280,280,280,280,280,280
1000273795,R2TP,280,280,280,280,280,280
1000273795,C1SP,280,280,280,280,280,280
1000273795,C1TP,280,280,280,280,280,280
1000273795,D1,280,280,280,280,280,280
1000273795,D2,280,280,280,280,280,280
1000273795,D3,280,280,280,280,280,280
1000273795,A1,280,280,280,280,280,280
1000273795,A2,280,280,280,280,280,280
1000273795,A3,280,280,280,280,280,280
1000270021,R2SP,138,138,138,138,138,138
1000270021,R2TP,138,138,138,138,138,138
1000270021,C1SP,138,138,138,138,138,138
1000270021,C1TP,138,138,138,138,138,138
1000270021,D1,138,138,138,138,138,138
1000270021,D2,138,138,138,138,138,138
1000270021,D3,138,138,138,138,138,138
1000270021,A1,138,138,138,138,138,138
1000270021,A2,138,138,138,138,138,138
1000270021,A3,138,138,138,138,138,138
1000261197,R2SP,86,86,86,86,86,86
1000261197,R2TP,86,86,86,86,86,86
1000261197,C1SP,86,86,86,86,86,86
1000261197,C1TP,86,86,86,86,86,86
1000261197,D1,86,86,86,86,86,86
1000261197,D2,86,86,86,86,86,86
1000261197,D3,86,86,86,86,86,86
1000261197,A1,86,86,86,86,86,86
1000261197,A2,86,86,86,86,86,86
1000261197,A3,86,86,86,86,86,86
1000257747,R2SP,420,420,420,420,420,420
1000257747,R2TP,420,420,420,420,420,420
1000257747,C1SP,420,420,420,420,420,420
1000257747,C1TP,420,420,420,420,420,420
1000257747,D1,420,420,420,420,420,420
1000257747,D2,420,420,420,420,420,420
1000257747,D3,420,420,420,420,420,420
1000257747,A1,420,420,420,420,420,420
1000257747,A2,420,420,420,420,420,420
1000257747,A3,420,420,420,420,420,420
1000254760,R2SP,416,416,416,416,416,416
1000254760,R2TP,416,416,416,416,416,416
1000254760,C1SP,416,416,416,416,416,416
1000254760,C1TP,416,416,416,416,416,416
1000254760,D1,416,416,416,416,416,416
1000254760,D2,416,416,416,416,416,416
1000254760,D3,416,416,416,416,416,416
1000254760,A1,416,416,416,416,416,416
1000254760,A2,416,416,416,416,416,416
1000254760,A3,416,416,416,416,416,416
1000246774,R2SP,54,54,54,54,54,54
1000246774,R2TP,54,54,54,54,54,54
1000246774,C1SP,54,54,54,54,54,54
1000246774,C1TP,54,54,54,54,54,54
1000246774,D1,54,54,54,54,54,54
1000246774,D2,54,54,54,54,54,54
1000246774,D3,54,54,54,54,54,54
1000246774,A1,54,54,54,54,54,54
1000246774,A2,54,54,54,54,54,54
1000246774,A3,54,54,54,54,54,54
1000236014,R2SP,350,350,350,350,350,350
1000236014,R2TP,350,350,350,350,350,350
1000236014,C1SP,350,350,350,350,350,350
1000236014,C1TP,350,350,350,350,350,350
1000236014,D1,350,350,350,350,350,350
1000236014,D2,350,350,350,350,350,350
1000236014,D3,350,350,350,350,350,350
1000236014,A1,350,350,350,350,350,350
1000236014,A2,350,350,350,350,350,350
1000236014,A3,350,350,350,350,350,350
1000207340,R2SP,249,249,249,249,249,249
1000207340,R2TP,249,249,249,249,249,249
1000207340,C1SP,249,249,249,249,249,249
1000207340,C1TP,249,249,249,249,249,249
1000207340,D1,249,249,249,249,249,249
1000207340,D2,249,249,249,249,249,249
1000207340,D3,249,249,249,249,249,249
1000207340,A1,249,249,249,249,249,249
1000207340,A2,249,249,249,249,249,249
1000207340,A3,249,249,249,249,249,249
1001610596,R2SP,67,67,67,67,67,67
1001610596,R2TP,67,67,67,67,67,67
1001610596,C1SP,67,67,67,67,67,67
1001610596,C1TP,67,67,67,67,67,67
1001610596,D1,67,67,67,67,67,67
1001610596,D2,67,67,67,67,67,67
1001610596,D3,67,67,67,67,67,67
1001610596,A1,67,67,67,67,67,67
1001610596,A2,67,67,67,67,67,67
1001610596,A3,67,67,67,67,67,67
1001604498,R2SP,345,345,345,345,345,345
1001604498,R2TP,345,345,345,345,345,345
1001604498,C1SP,345,345,345,345,345,345
1001604498,C1TP,345,345,345,345,345,345
1001604498,D1,345,345,345,345,345,345
1001604498,D2,345,345,345,345,345,345
1001604498,D3,345,345,345,345,345,345
1001604498,A1,345,345,345,345,345,345
1001604498,A2,345,345,345,345,345,345
1001604498,A3,345,345,345,345,345,345
1001602006,R2SP,158,158,158,158,158,158
1001602006,R2TP,158,158,158,158,158,158
1001602006,C1SP,158,158,158,158,158,158
1001602006,C1TP,158,158,158,158,158,158
1001602006,D1,158,158,158,158,158,158
1001602006,D2,158,158,158,158,158,158
1001602006,D3,158,158,158,158,158,158
1001602006,A1,158,158,158,158,158,158
1001602006,A2,158,158,158,158,158,158
1001602006,A3,158,158,158,158,158,158
1000270018,R2SP,209,209,209,209,209,209
1000270018,R2TP,209,209,209,209,209,209
1000270018,C1SP,209,209,209,209,209,209
1000270018,C1TP,209,209,209,209,209,209
1000270018,D1,209,209,209,209,209,209
1000270018,D2,209,209,209,209,209,209
1000270018,D3,209,209,209,209,209,209
1000270018,A1,209,209,209,209,209,209
1000270018,A2,209,209,209,209,209,209
1000270018,A3,209,209,209,209,209,209
1000257166,R2SP,164,164,164,164,164,164
1000257166,R2TP,164,164,164,164,164,164
1000257166,C1SP,164,164,164,164,164,164
1000257166,C1TP,164,164,164,164,164,164
1000257166,D1,164,164,164,164,164,164
1000257166,D2,164,164,164,164,164,164
1000257166,D3,164,164,164,164,164,164
1000257166,A1,164,164,164,164,164,164
1000257166,A2,164,164,164,164,164,164
1000257166,A3,164,164,164,164,164,164
1000255433,R2SP,211,211,211,211,211,211
1000255433,R2TP,211,211,211,211,211,211
1000255433,C1SP,211,211,211,211,211,211
1000255433,C1TP,211,211,211,211,211,211
1000255433,D1,211,211,211,211,211,211
1000255433,D2,211,211,211,211,211,211
1000255433,D3,211,211,211,211,211,211
1000255433,A1,211,211,211,211,211,211
1000255433,A2,211,211,211,211,211,211
1000255433,A3,211,211,211,211,211,211
1000236003,R2SP,253,253,253,253,253,253
1000236003,R2TP,253,253,253,253,253,253
1000236003,C1SP,253,253,253,253,253,253
1000236003,C1TP,253,253,253,253,253,253
1000236003,D1,253,253,253,253,253,253
1000236003,D2,253,253,253,253,253,253
1000236003,D3,253,253,253,253,253,253
1000236003,A1,253,253,253,253,253,253
1000236003,A2,253,253,253,253,253,253
1000236003,A3,253,253,253,253,253,253
1000205018,R2SP,149,149,149,149,149,149
1000205018,R2TP,149,149,149,149,149,149
1000205018,C1SP,149,149,149,149,149,149
1000205018,C1TP,149,149,149,149,149,149
1000205018,D1,149,149,149,149,149,149
1000205018,D2,149,149,149,149,149,149
1000205018,D3,149,149,149,149,149,149
1000205018,A1,149,149,149,149,149,149
1000205018,A2,149,149,149,149,149,149
1000205018,A3,149,149,149,149,149,149
1001604488,R2SP,380,380,380,380,380,380
1001604488,R2TP,380,380,380,380,380,380
1001604488,C1SP,380,380,380,380,380,380
1001604488,C1TP,380,380,380,380,380,380
1001604488,D1,380,380,380,380,380,380
1001604488,D2,380,380,380,380,380,380
1001604488,D3,380,380,380,380,380,380
1001604488,A1,380,380,380,380,380,380
1001604488,A2,380,380,380,380,380,380
1001604488,A3,380,380,380,380,380,380
1000273570,R2SP,202,202,202,202,202,202
1000273570,R2TP,202,202,202,202,202,202
1000273570,C1SP,202,202,202,202,202,202
1000273570,C1TP,202,202,202,202,202,202
1000273570,D1,202,202,202,202,202,202
1000273570,D2,202,202,202,202,202,202
1000273570,D3,202,202,202,202,202,202
1000273570,A1,202,202,202,202,202,202
1000273570,A2,202,202,202,202,202,202
1000273570,A3,202,202,202,202,202,202
1000270015,R2SP,370,370,370,370,370,370
1000270015,R2TP,370,370,370,370,370,370
1000270015,C1SP,370,370,370,370,370,370
1000270015,C1TP,370,370,370,370,370,370
1000270015,D1,370,370,370,370,370,370
1000270015,D2,370,370,370,370,370,370
1000270015,D3,370,370,370,370,370,370
1000270015,A1,370,370,370,370,370,370
1000270015,A2,370,370,370,370,370,370
1000270015,A3,370,370,370,370,370,370
1000261191,R2SP,131,131,131,131,131,131
1000261191,R2TP,131,131,131,131,131,131
1000261191,C1SP,131,131,131,131,131,131
1000261191,C1TP,131,131,131,131,131,131
1000261191,D1,131,131,131,131,131,131
1000261191,D2,131,131,131,131,131,131
1000261191,D3,131,131,131,131,131,131
1000261191,A1,131,131,131,131,131,131
1000261191,A2,131,131,131,131,131,131
1000261191,A3,131,131,131,131,131,131
1000257743,R2SP,195,195,195,195,195,195
1000257743,R2TP,195,195,195,195,195,195
1000257743,C1SP,195,195,195,195,195,195
1000257743,C1TP,195,195,195,195,195,195
1000257743,D1,195,195,195,195,195,195
1000257743,D2,195,195,195,195,195,195
1000257743,D3,195,195,195,195,195,195
1000257743,A1,195,195,195,195,195,195
1000257743,A2,195,195,195,195,195,195
1000257743,A3,195,195,195,195,195,195
1000236001,R2SP,344,344,344,344,344,344
1000236001,R2TP,344,344,344,344,344,344
1000236001,C1SP,344,344,344,344,344,344
1000236001,C1TP,344,344,344,344,344,344
1000236001,D1,344,344,344,344,344,344
1000236001,D2,344,344,344,344,344,344
1000236001,D3,344,344,344,344,344,344
1000236001,A1,344,344,344,344,344,344
1000236001,A2,344,344,344,344,344,344
1000236001,A3,344,344,344,344,344,344
1000234568,R2SP,285,285,285,285,285,285
1000234568,R2TP,285,285,285,285,285,285
1000234568,C1SP,285,285,285,285,285,285
1000234568,C1TP,285,285,285,285,285,285
1000234568,D1,285,285,285,285,285,285
1000234568,D2,285,285,285,285,285,285
1000234568,D3,285,285,285,285,285,285
1000234568,A1,285,285,285,285,285,285
1000234568,A2,285,285,285,285,285,285
1000234568,A3,285,285,285,285,285,285
1000182039,R2SP,345,345,345,345,345,345
1000182039,R2TP,345,345,345,345,345,345
1000182039,C1SP,345,345,345,345,345,345
1000182039,C1TP,345,345,345,345,345,345
1000182039,D1,345,345,345,345,345,345
1000182039,D2,345,345,345,345,345,345
1000182039,D3,345,345,345,345,345,345
1000182039,A1,345,345,345,345,345,345
1000182039,A2,345,345,345,345,345,345
1000182039,A3,345,345,345,345,345,345
1001610590,R2SP,382,382,382,382,382,382
1001610590,R2TP,382,382,382,382,382,382
1001610590,C1SP,382,382,382,382,382,382
1001610590,C1TP,382,382,382,382,382,382
1001610590,D1,382,382,382,382,382,382
1001610590,D2,382,382,382,382,382,382
1001610590,D3,382,382,382,382,382,382
1001610590,A1,382,382,382,382,382,382
1001610590,A2,382,382,382,382,382,382
1001610590,A3,382,382,382,382,382,382
1000273565,R2SP,150,150,150,150,150,150
1000273565,R2TP,150,150,150,150,150,150
1000273565,C1SP,150,150,150,150,150,150
1000273565,C1TP,150,150,150,150,150,150
1000273565,D1,150,150,150,150,150,150
1000273565,D2,150,150,150,150,150,150
1000273565,D3,150,150,150,150,150,150
1000273565,A1,150,150,150,150,150,150
1000273565,A2,150,150,150,150,150,150
1000273565,A3,150,150,150,150,150,150
1000265828,R2SP,491,491,491,491,491,491
1000265828,R2TP,491,491,491,491,491,491
1000265828,C1SP,491,491,491,491,491,491
1000265828,C1TP,491,491,491,491,491,491
1000265828,D1,491,491,491,491,491,491
1000265828,D2,491,491,491,491,491,491
1000265828,D3,491,491,491,491,491,491
1000265828,A1,491,491,491,491,491,491
1000265828,A2,491,491,491,491,491,491
1000265828,A3,491,491,491,491,491,491
1000261188,R2SP,296,296,296,296,296,296
1000261188,R2TP,296,296,296,296,296,296
1000261188,C1SP,296,296,296,296,296,296
1000261188,C1TP,296,296,296,296,296,296
1000261188,D1,296,296,296,296,296,296
1000261188,D2,296,296,296,296,296,296
1000261188,D3,296,296,296,296,296,296
1000261188,A1,296,296,296,296,296,296
1000261188,A2,296,296,296,296,296,296
1000261188,A3,296,296,296,296,296,296
1000258808,R2SP,412,412,412,412,412,412
1000258808,R2TP,412,412,412,412,412,412
1000258808,C1SP,412,412,412,412,412,412
1000258808,C1TP,412,412,412,412,412,412
1000258808,D1,412,412,412,412,412,412
1000258808,D2,412,412,412,412,412,412
1000258808,D3,412,412,412,412,412,412
1000258808,A1,412,412,412,412,412,412
1000258808,A2,412,412,412,412,412,412
1000258808,A3,412,412,412,412,412,412
1000257740,R2SP,209,209,209,209,209,209
1000257740,R2TP,209,209,209,209,209,209
1000257740,C1SP,209,209,209,209,209,209
1000257740,C1TP,209,209,209,209,209,209
1000257740,D1,209,209,209,209,209,209
1000257740,D2,209,209,209,209,209,209
1000257740,D3,209,209,209,209,209,209
1000257740,A1,209,209,209,209,209,209
1000257740,A2,209,209,209,209,209,209
1000257740,A3,209,209,209,209,209,209
1000254749,R2SP,402,402,402,402,402,402
1000254749,R2TP,402,402,402,402,402,402
1000254749,C1SP,402,402,402,402,402,402
1000254749,C1TP,402,402,402,402,402,402
1000254749,D1,402,402,402,402,402,402
1000254749,D2,402,402,402,402,402,402
1000254749,D3,402,402,402,402,402,402
1000254749,A1,402,402,402,402,402,402
1000254749,A2,402,402,402,402,402,402
1000254749,A3,402,402,402,402,402,402
1000237525,R2SP,319,319,319,319,319,319
1000237525,R2TP,319,319,319,319,319,319
1000237525,C1SP,319,319,319,319,319,319
1000237525,C1TP,319,319,319,319,319,319
1000237525,D1,319,319,319,319,319,319
1000237525,D2,319,319,319,319,319,319
1000237525,D3,319,319,319,319,319,319
1000237525,A1,319,319,319,319,319,319
1000237525,A2,319,319,319,319,319,319
1000237525,A3,319,319,319,319,319,319
1000273530,R2SP,499,499,499,499,499,499
1000273530,R2TP,499,499,499,499,499,499
1000273530,C1SP,499,499,499,499,499,499
1000273530,C1TP,499,499,499,499,499,499
1000273530,D1,499,499,499,499,499,499
1000273530,D2,499,499,499,499,499,499
1000273530,D3,499,499,499,499,499,499
1000273530,A1,499,499,499,499,499,499
1000273530,A2,499,499,499,499,499,499
1000273530,A3,499,499,499,499,499,499
1000261184,R2SP,77,77,77,77,77,77
1000261184,R2TP,77,77,77,77,77,77
1000261184,C1SP,77,77,77,77,77,77
1000261184,C1TP,77,77,77,77,77,77
1000261184,D1,77,77,77,77,77,77
1000261184,D2,77,77,77,77,77,77
1000261184,D3,77,77,77,77,77,77
1000261184,A1,77,77,77,77,77,77
1000261184,A2,77,77,77,77,77,77
1000261184,A3,77,77,77,77,77,77
1000257737,R2SP,325,325,325,325,325,325
1000257737,R2TP,325,325,325,325,325,325
1000257737,C1SP,325,325,325,325,325,325
1000257737,C1TP,325,325,325,325,325,325
1000257737,D1,325,325,325,325,325,325
1000257737,D2,325,325,325,325,325,325
1000257737,D3,325,325,325,325,325,325
1000257737,A1,325,325,325,325,325,325
1000257737,A2,325,325,325,325,325,325
1000257737,A3,325,325,325,325,325,325
1000236011,R2SP,258,258,258,258,258,258
1000236011,R2TP,258,258,258,258,258,258
1000236011,C1SP,258,258,258,258,258,258
1000236011,C1TP,258,258,258,258,258,258
1000236011,D1,258,258,258,258,258,258
1000236011,D2,258,258,258,258,258,258
1000236011,D3,258,258,258,258,258,258
1000236011,A1,258,258,258,258,258,258
1000236011,A2,258,258,258,258,258,258
1000236011,A3,258,258,258,258,258,258
1001610586,R2SP,331,331,331,331,331,331
1001610586,R2TP,331,331,331,331,331,331
1001610586,C1SP,331,331,331,331,331,331
1001610586,C1TP,331,331,331,331,331,331
1001610586,D1,331,331,331,331,331,331
1001610586,D2,331,331,331,331,331,331
1001610586,D3,331,331,331,331,331,331
1001610586,A1,331,331,331,331,331,331
1001610586,A2,331,331,331,331,331,331
1001610586,A3,331,331,331,331,331,331
1000258803,R2SP,393,393,393,393,393,393
1000258803,R2TP,393,393,393,393,393,393
1000258803,C1SP,393,393,393,393,393,393
1000258803,C1TP,393,393,393,393,393,393
1000258803,D1,393,393,393,393,393,393
1000258803,D2,393,393,393,393,393,393
1000258803,D3,393,393,393,393,393,393
1000258803,A1,393,393,393,393,393,393
1000258803,A2,393,393,393,393,393,393
1000258803,A3,393,393,393,393,393,393
1000257733,R2SP,193,193,193,193,193,193
1000257733,R2TP,193,193,193,193,193,193
1000257733,C1SP,193,193,193,193,193,193
1000257733,C1TP,193,193,193,193,193,193
1000257733,D1,193,193,193,193,193,193
1000257733,D2,193,193,193,193,193,193
1000257733,D3,193,193,193,193,193,193
1000257733,A1,193,193,193,193,193,193
1000257733,A2,193,193,193,193,193,193
1000257733,A3,193,193,193,193,193,193
1000236008,R2SP,200,200,200,200,200,200
1000236008,R2TP,200,200,200,200,200,200
1000236008,C1SP,200,200,200,200,200,200
1000236008,C1TP,200,200,200,200,200,200
1000236008,D1,200,200,200,200,200,200
1000236008,D2,200,200,200,200,200,200
1000236008,D3,200,200,200,200,200,200
1000236008,A1,200,200,200,200,200,200
1000236008,A2,200,200,200,200,200,200
1000236008,A3,200,200,200,200,200,200
1000228533,R2SP,258,258,258,258,258,258
1000228533,R2TP,258,258,258,258,258,258
1000228533,C1SP,258,258,258,258,258,258
1000228533,C1TP,258,258,258,258,258,258
1000228533,D1,258,258,258,258,258,258
1000228533,D2,258,258,258,258,258,258
1000228533,D3,258,258,258,258,258,258
1000228533,A1,258,258,258,258,258,258
1000228533,A2,258,258,258,258,258,258
1000228533,A3,258,258,258,258,258,258
1000207334,R2SP,474,474,474,474,474,474
1000207334,R2TP,474,474,474,474,474,474
1000207334,C1SP,474,474,474,474,474,474
1000207334,C1TP,474,474,474,474,474,474
1000207334,D1,474,474,474,474,474,474
1000207334,D2,474,474,474,474,474,474
1000207334,D3,474,474,474,474,474,474
1000207334,A1,474,474,474,474,474,474
1000207334,A2,474,474,474,474,474,474
1000207334,A3,474,474,474,474,474,474
1000180992,R2SP,106,106,106,106,106,106
1000180992,R2TP,106,106,106,106,106,106
1000180992,C1SP,106,106,106,106,106,106
1000180992,C1TP,106,106,106,106,106,106
1000180992,D1,106,106,106,106,106,106
1000180992,D2,106,106,106,106,106,106
1000180992,D3,106,106,106,106,106,106
1000180992,A1,106,106,106,106,106,106
1000180992,A2,106,106,106,106,106,106
1000180992,A3,106,106,106,106,106,106
1001601872,R2SP,172,172,172,172,172,172
1001601872,R2TP,172,172,172,172,172,172
1001601872,C1SP,172,172,172,172,172,172
1001601872,C1TP,172,172,172,172,172,172
1001601872,D1,172,172,172,172,172,172
1001601872,D2,172,172,172,172,172,172
1001601872,D3,172,172,172,172,172,172
1001601872,A1,172,172,172,172,172,172
1001601872,A2,172,172,172,172,172,172
1001601872,A3,172,172,172,172,172,172
1000261004,R2SP,380,380,380,380,380,380
1000261004,R2TP,380,380,380,380,380,380
1000261004,C1SP,380,380,380,380,380,380
1000261004,C1TP,380,380,380,380,380,380
1000261004,D1,380,380,380,380,380,380
1000261004,D2,380,380,380,380,380,380
1000261004,D3,380,380,380,380,380,380
1000261004,A1,380,380,380,380,380,380
1000261004,A2,380,380,380,380,380,380
1000261004,A3,380,380,380,380,380,380
1000257731,R2SP,485,485,485,485,485,485
1000257731,R2TP,485,485,485,485,485,485
1000257731,C1SP,485,485,485,485,485,485
1000257731,C1TP,485,485,485,485,485,485
1000257731,D1,485,485,485,485,485,485
1000257731,D2,485,485,485,485,485,485
1000257731,D3,485,485,485,485,485,485
1000257731,A1,485,485,485,485,485,485
1000257731,A2,485,485,485,485,485,485
1000257731,A3,485,485,485,485,485,485
1000254740,R2SP,134,134,134,134,134,134
1000254740,R2TP,134,134,134,134,134,134
1000254740,C1SP,134,134,134,134,134,134
1000254740,C1TP,134,134,134,134,134,134
1000254740,D1,134,134,134,134,134,134
1000254740,D2,134,134,134,134,134,134
1000254740,D3,134,134,134,134,134,134
1000254740,A1,134,134,134,134,134,134
1000254740,A2,134,134,134,134,134,134
1000254740,A3,134,134,134,134,134,134
1000236006,R2SP,107,107,107,107,107,107
1000236006,R2TP,107,107,107,107,107,107
1000236006,C1SP,107,107,107,107,107,107
1000236006,C1TP,107,107,107,107,107,107
1000236006,D1,107,107,107,107,107,107
1000236006,D2,107,107,107,107,107,107
1000236006,D3,107,107,107,107,107,107
1000236006,A1,107,107,107,107,107,107
1000236006,A2,107,107,107,107,107,107
1000236006,A3,107,107,107,107,107,107
1000234584,R2SP,107,107,107,107,107,107
1000234584,R2TP,107,107,107,107,107,107
1000234584,C1SP,107,107,107,107,107,107
1000234584,C1TP,107,107,107,107,107,107
1000234584,D1,107,107,107,107,107,107
1000234584,D2,107,107,107,107,107,107
1000234584,D3,107,107,107,107,107,107
1000234584,A1,107,107,107,107,107,107
1000234584,A2,107,107,107,107,107,107
1000234584,A3,107,107,107,107,107,107
1000207332,R2SP,455,455,455,455,455,455
1000207332,R2TP,455,455,455,455,455,455
1000207332,C1SP,455,455,455,455,455,455
1000207332,C1TP,455,455,455,455,455,455
1000207332,D1,455,455,455,455,455,455
1000207332,D2,455,455,455,455,455,455
1000207332,D3,455,455,455,455,455,455
1000207332,A1,455,455,455,455,455,455
1000207332,A2,455,455,455,455,455,455
1000207332,A3,455,455,455,455,455,455
1001610582,R2SP,329,329,329,329,329,329
1001610582,R2TP,329,329,329,329,329,329
1001610582,C1SP,329,329,329,329,329,329
1001610582,C1TP,329,329,329,329,329,329
1001610582,D1,329,329,329,329,329,329
1001610582,D2,329,329,329,329,329,329
1001610582,D3,329,329,329,329,329,329
1001610582,A1,329,329,329,329,329,329
1001610582,A2,329,329,329,329,329,329
1001610582,A3,329,329,329,329,329,329
1001601994,R2SP,326,326,326,326,326,326
1001601994,R2TP,326,326,326,326,326,326
1001601994,C1SP,326,326,326,326,326,326
1001601994,C1TP,326,326,326,326,326,326
1001601994,D1,326,326,326,326,326,326
1001601994,D2,326,326,326,326,326,326
1001601994,D3,326,326,326,326,326,326
1001601994,A1,326,326,326,326,326,326
1001601994,A2,326,326,326,326,326,326
1001601994,A3,326,326,326,326,326,326
1001220417,R2SP,290,290,290,290,290,290
1001220417,R2TP,290,290,290,290,290,290
1001220417,C1SP,290,290,290,290,290,290
1001220417,C1TP,290,290,290,290,290,290
1001220417,D1,290,290,290,290,290,290
1001220417,D2,290,290,290,290,290,290
1001220417,D3,290,290,290,290,290,290
1001220417,A1,290,290,290,290,290,290
1001220417,A2,290,290,290,290,290,290
1001220417,A3,290,290,290,290,290,290
1000260997,R2SP,457,457,457,457,457,457
1000260997,R2TP,457,457,457,457,457,457
1000260997,C1SP,457,457,457,457,457,457
1000260997,C1TP,457,457,457,457,457,457
1000260997,D1,457,457,457,457,457,457
1000260997,D2,457,457,457,457,457,457
1000260997,D3,457,457,457,457,457,457
1000260997,A1,457,457,457,457,457,457
1000260997,A2,457,457,457,457,457,457
1000260997,A3,457,457,457,457,457,457
1000257164,R2SP,219,219,219,219,219,219
1000257164,R2TP,219,219,219,219,219,219
1000257164,C1SP,219,219,219,219,219,219
1000257164,C1TP,219,219,219,219,219,219
1000257164,D1,219,219,219,219,219,219
1000257164,D2,219,219,219,219,219,219
1000257164,D3,219,219,219,219,219,219
1000257164,A1,219,219,219,219,219,219
1000257164,A2,219,219,219,219,219,219
1000257164,A3,219,219,219,219,219,219
1000237500,R2SP,360,360,360,360,360,360
1000237500,R2TP,360,360,360,360,360,360
1000237500,C1SP,360,360,360,360,360,360
